make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp,combined_mpg
Volkswagen,Golf GTI,2015,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,27380,28.6
Volkswagen,Golf GTI,2015,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,30980,28.6
Volkswagen,Golf GTI,2015,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,27980,28.6
Volkswagen,Golf GTI,2015,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,29485,28.6
Volkswagen,Golf GTI,2015,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,31540,29.050000000000004
Volkswagen,Golf GTI,2015,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,25385,29.050000000000004
Volkswagen,Golf GTI,2015,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,30045,29.050000000000004
Volkswagen,Golf GTI,2015,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,26880,29.050000000000004
Volkswagen,Golf GTI,2015,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31145,28.6
Volkswagen,Golf GTI,2015,premium,210.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,27785,29.050000000000004
Volkswagen,Golf GTI,2015,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,26485,28.6
Volkswagen,Golf GTI,2015,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,28385,29.050000000000004
Volkswagen,Golf GTI,2016,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,30620,28.6
Volkswagen,Golf GTI,2016,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,26095,28.6
Volkswagen,Golf GTI,2016,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,25595,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,29125,28.6
Volkswagen,Golf GTI,2016,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31220,28.6
Volkswagen,Golf GTI,2016,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,27090,29.050000000000004
Volkswagen,Golf GTI,2016,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,873,27590,28.6
Volkswagen,Golf GTI,2016,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,31630,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,24995,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,30135,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,31235,28.6
Volkswagen,Golf GTI,2016,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,32730,28.6
Volkswagen,Golf GTI,2016,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,29725,28.6
Volkswagen,Golf GTI,2016,premium,210.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,28025,29.050000000000004
Volkswagen,Golf GTI,2016,premium,220.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,26490,29.050000000000004
Volkswagen,Golf GTI,2016,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,30120,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,28625,29.050000000000004
Volkswagen,Golf GTI,2016,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,26695,28.6
Volkswagen,Golf GTI,2016,premium,220.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,25,873,29520,29.050000000000004
Volkswagen,Golf GTI,2016,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873,28190,28.6
Volkswagen,Golf GTI,2017,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,873,35195,27.6
Volkswagen,Golf GTI,2017,premium,210.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,25595,28.5
Volkswagen,Golf GTI,2017,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,27995,28.5
Volkswagen,Golf GTI,2017,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,34095,28.5
Volkswagen,Golf GTI,2017,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,32,24,873,26095,27.6
Volkswagen,Golf GTI,2017,premium,210.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,873,26695,27.6
Volkswagen,Golf GTI,2017,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,873,31990,27.6
Volkswagen,Golf GTI,2017,premium,220.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,30890,28.5
Volkswagen,Golf GTI,2017,premium,210.0,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,34,24,873,24995,28.5
Volkswagen,Golf GTI,2017,premium,220.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,873,29095,27.6
Volkswagen,Golf R,2015,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,39090,26.15
Volkswagen,Golf R,2015,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,36595,26.15
Volkswagen,Golf R,2016,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,36750,26.15
Volkswagen,Golf R,2016,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,38995,26.15
Volkswagen,Golf R,2016,premium,292.0,4,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873,35650,26.050000000000004
Volkswagen,Golf R,2016,premium,292.0,4,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873,37895,26.050000000000004
Volkswagen,Golf R,2017,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,36755,26.15
Volkswagen,Golf R,2017,premium,292.0,4,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873,35655,26.050000000000004
Volkswagen,Golf R,2017,premium,292.0,4,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873,39375,26.050000000000004
Volkswagen,Golf R,2017,premium,292.0,4,AUTOMATED_MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,30,23,873,40475,26.15
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,31,873,31445,35.95
Volkswagen,Golf SportWagen,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,22495,29.5
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,43,31,873,27995,36.400000000000006
Volkswagen,Golf SportWagen,2015,regular,170.0,4,MANUAL,front wheel drive,4.0,,Compact,Wagon,36,25,873,21395,29.950000000000003
Volkswagen,Golf SportWagen,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,29345,29.5
Volkswagen,Golf SportWagen,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,36,25,873,26995,29.950000000000003
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,43,31,873,30345,36.400000000000006
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,43,31,873,24595,36.400000000000006
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,31,873,25695,35.95
Volkswagen,Golf SportWagen,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,31,873,29095,35.95
Volkswagen,Golf SportWagen,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,24995,29.5
Volkswagen,Golf SportWagen,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,27025,29.5
Volkswagen,Golf SportWagen,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,29385,29.5
Volkswagen,Golf SportWagen,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873,22725,29.5
Volkswagen,Golf SportWagen,2016,regular,170.0,4,MANUAL,front wheel drive,4.0,,Compact,Wagon,36,25,873,21625,29.950000000000003
Volkswagen,Golf SportWagen,2017,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,34,25,873,22680,29.050000000000004
Volkswagen,Golf SportWagen,2017,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,34,25,873,27030,29.050000000000004
Volkswagen,Golf SportWagen,2017,regular,170.0,4,MANUAL,front wheel drive,4.0,,Compact,Wagon,35,25,873,21580,29.5
Volkswagen,Golf SportWagen,2017,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,34,25,873,29970,29.050000000000004
Volkswagen,Golf,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,43,31,873,26995,36.400000000000006
Volkswagen,Golf,2015,regular,170.0,4,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,25,873,19295,30.400000000000006
Volkswagen,Golf,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,43,31,873,23445,36.400000000000006
Volkswagen,Golf,2015,regular,170.0,4,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,25,873,21295,30.400000000000006
Volkswagen,Golf,2015,regular,170.0,4,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,25,873,17995,30.400000000000006
Volkswagen,Golf,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,45,30,873,28395,36.75
Volkswagen,Golf,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,24895,29.950000000000003
Volkswagen,Golf,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,20995,29.950000000000003
Volkswagen,Golf,2015,diesel,150.0,4,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,43,31,873,29495,36.400000000000006
Volkswagen,Golf,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,27395,29.950000000000003
Volkswagen,Golf,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,45,30,873,22345,36.75
Volkswagen,Golf,2015,diesel,150.0,4,MANUAL,front wheel drive,4.0,"Hatchback,Diesel",Compact,4dr Hatchback,45,30,873,25895,36.75
Volkswagen,Golf,2015,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,22395,29.950000000000003
Volkswagen,Golf,2015,regular,170.0,4,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,25,873,20395,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,25,873,20675,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,27425,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,25,873,19595,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,22625,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,25,873,18495,30.400000000000006
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,25225,29.950000000000003
Volkswagen,Golf,2016,regular,170.0,4,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,25,873,20175,30.400000000000006
Volkswagen,Golf,2016,regular,170.0,4,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,37,25,873,19575,30.400000000000006
Volkswagen,Golf,2016,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,21275,29.950000000000003
Volkswagen,Golf,2017,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,25,873,20995,29.5
Volkswagen,Golf,2017,regular,170.0,4,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,25,873,22695,29.5
Volkswagen,Golf,2017,regular,170.0,4,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,21595,29.950000000000003
Volkswagen,Golf,2017,regular,170.0,4,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873,19895,29.950000000000003
Pontiac,Grand Am,2003,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,22940,22.05
Pontiac,Grand Am,2003,regular,175.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,21690,22.05
Pontiac,Grand Am,2003,regular,140.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30,22,210,17070,25.6
Pontiac,Grand Am,2003,regular,170.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,21240,22.05
Pontiac,Grand Am,2003,regular,175.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,22940,22.05
Pontiac,Grand Am,2003,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,21690,22.05
Pontiac,Grand Am,2003,regular,140.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30,22,210,18890,25.6
Pontiac,Grand Am,2004,regular,140.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33,23,210,17070,27.5
Pontiac,Grand Am,2004,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,23530,22.05
Pontiac,Grand Am,2004,regular,175.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,22280,22.05
Pontiac,Grand Am,2004,regular,175.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,23530,22.05
Pontiac,Grand Am,2004,regular,170.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210,21830,22.05
Pontiac,Grand Am,2004,regular,140.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33,23,210,19555,27.5
Pontiac,Grand Am,2004,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,22280,22.05
Pontiac,Grand Am,2005,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,23750,22.05
Pontiac,Grand Am,2005,regular,175.0,6,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,22500,22.05
Pontiac,Grand Am,2005,regular,140.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,22,210,20090,26.050000000000004
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,30995,20.6
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,27395,20.6
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,21795,20.6
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,24245,20.6
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,28395,20.6
Dodge,Grand Caravan,2015,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,25245,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,25095,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,22595,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,28295,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,31495,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,26195,20.6
Dodge,Grand Caravan,2016,flex_regular,283.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,29395,20.6
Dodge,Grand Caravan,2017,regular,283.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,29395,20.6
Dodge,Grand Caravan,2017,regular,283.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,26695,20.6
Dodge,Grand Caravan,2017,regular,283.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,32395,20.6
Dodge,Grand Caravan,2017,regular,283.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,23995,20.6
Pontiac,Grand Prix,2006,regular,260.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,210,24330,21.050000000000004
Pontiac,Grand Prix,2006,regular,303.0,8,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25,16,210,27330,20.05
Pontiac,Grand Prix,2006,regular,200.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28,18,210,21330,22.5
Pontiac,Grand Prix,2007,regular,303.0,8,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25,16,210,28815,20.05
Pontiac,Grand Prix,2007,regular,260.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,210,24735,21.050000000000004
Pontiac,Grand Prix,2007,regular,200.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28,18,210,21815,22.5
Pontiac,Grand Prix,2008,regular,200.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,28,18,210,22210,22.5
Pontiac,Grand Prix,2008,regular,303.0,8,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,16,210,29325,20.05
Suzuki,Grand Vitara,2011,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,23449,21.700000000000003
Suzuki,Grand Vitara,2011,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,24949,20.8
Suzuki,Grand Vitara,2011,regular,166.0,4,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26,19,481,19299,22.150000000000002
Suzuki,Grand Vitara,2011,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,22549,20.8
Suzuki,Grand Vitara,2011,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,22899,20.8
Suzuki,Grand Vitara,2011,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,21099,21.700000000000003
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,23949,20.8
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,21399,21.700000000000003
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,25249,20.8
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,22299,21.700000000000003
Suzuki,Grand Vitara,2012,regular,166.0,4,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26,19,481,19499,22.150000000000002
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,22849,20.8
Suzuki,Grand Vitara,2012,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,23749,21.700000000000003
Suzuki,Grand Vitara,2013,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,23799,20.8
Suzuki,Grand Vitara,2013,regular,166.0,4,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23,19,481,25949,20.8
Suzuki,Grand Vitara,2013,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,22349,21.700000000000003
Suzuki,Grand Vitara,2013,regular,166.0,4,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26,19,481,19949,22.150000000000002
Suzuki,Grand Vitara,2013,regular,166.0,4,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481,24449,21.700000000000003
Chrysler,Grand Voyager,2000,regular,158.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23,16,1013,2169,19.15
Chrysler,Grand Voyager,2000,flex_regular,158.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,23,16,1013,2266,19.15
Plymouth,Grand Voyager,1998,regular,150.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,24,17,535,2000,20.150000000000002
Plymouth,Grand Voyager,1998,regular,150.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,24,17,535,2048,20.150000000000002
Plymouth,Grand Voyager,1998,regular,150.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,22,17,535,2000,19.25
Plymouth,Grand Voyager,1999,flex_regular,158.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2055,18.700000000000003
Plymouth,Grand Voyager,1999,flex_regular,158.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2152,18.700000000000003
Plymouth,Grand Voyager,1999,flex_regular,158.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22,16,535,2234,18.700000000000003
Plymouth,Grand Voyager,2000,flex_regular,158.0,6,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,23,16,535,2331,19.15
Plymouth,Grand Voyager,2000,regular,158.0,6,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23,16,535,2267,19.15
Maserati,GranSport,2005,premium,395.0,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16,11,238,98172,13.25
Maserati,GranSport,2006,premium,401.0,8,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,18,11,238,98872,14.15
Maserati,GranSport,2006,premium,401.0,8,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,18,11,238,104122,14.15
Maserati,GranSport,2006,premium,401.0,8,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,11,238,99900,14.15
Maserati,GranTurismo Convertible,2014,premium,454.0,8,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238,143300,16.15
Maserati,GranTurismo Convertible,2014,premium,454.0,8,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,13,238,153400,16.15
